employee_key,employee_id,first_name,last_name,email,department,role_family,job_level,manager_employee_id,location,compensation_band_percentile,engagement_score,valid_from,valid_to,is_current,change_reason
490,EMP_0266,Priyanka,Bhat,priyanka.bhat@company.com,Sales,Sales Manager,L3,EMP_0048,Mumbai Office,33.45,5,2025-04-03,,True,Promotion
491,EMP_0267,Kavitha,Gowda,kavitha.gowda@company.com,Engineering,Software Engineer,L1,EMP_0039,Mumbai Office,65.87,4,2023-01-11,2024-08-23,False,Hire
492,EMP_0267,Kavitha,Gowda,kavitha.gowda@company.com,Engineering,Software Engineer,L2,EMP_0039,Mumbai Office,72.27,4,2024-08-24,2025-07-08,False,Promotion
493,EMP_0267,Kavitha,Gowda,kavitha.gowda@company.com,Engineering,Software Engineer,L3,EMP_0039,Mumbai Office,83.02,4,2025-07-09,,True,Promotion
494,EMP_0268,Sandeep,Rao,sandeep.rao@company.com,HR,Talent Acquisition Specialist,L1,EMP_0028,Remote - India,47.91,4,2024-08-15,2025-03-04,False,Hire
495,EMP_0269,Roopa,Gowda,roopa.gowda@company.com,HR,HR Business Partner,L1,EMP_0041,Hubballi Office,56.42,5,2022-02-13,2023-01-27,False,Hire
496,EMP_0269,Roopa,Gowda,roopa.gowda@company.com,HR,HR Business Partner,L2,EMP_0041,Hubballi Office,70.33,5,2023-01-28,2024-04-15,False,Promotion
497,EMP_0269,Roopa,Gowda,roopa.gowda@company.com,HR,HR Business Partner,L3,EMP_0041,Hubballi Office,82.73,5,2024-04-16,,True,Promotion
498,EMP_0270,Roopa,Bhat,roopa.bhat@company.com,HR,HR Business Partner,L1,EMP_0009,Hubballi Office,25.95,3,2025-06-18,,True,Hire
499,EMP_0271,Sandeep,Kumbari,sandeep.kumbari@company.com,Engineering,Senior Developer,L1,EMP_0029,Hubballi Office,91.28,5,2023-04-29,2024-11-22,False,Hire
500,EMP_0271,Sandeep,Kumbari,sandeep.kumbari@company.com,Engineering,Senior Developer,L2,EMP_0029,Hubballi Office,99.0,5,2024-11-23,,True,Promotion
501,EMP_0272,Vijay,Gowda,vijay.gowda@company.com,Sales,Account Executive,L1,EMP_0017,Hubballi Office,51.88,5,2022-02-26,2023-09-07,False,Hire
502,EMP_0273,Sandeep,Patil,sandeep.patil@company.com,Marketing,Marketing Manager,L1,EMP_0003,Bengaluru Office,46.53,5,2025-05-04,2026-03-20,False,Hire
503,EMP_0273,Sandeep,Patil,sandeep.patil@company.com,Marketing,Marketing Manager,L2,EMP_0003,Bengaluru Office,56.95,5,2026-03-21,2027-09-17,False,Promotion
504,EMP_0273,Sandeep,Patil,sandeep.patil@company.com,Marketing,Marketing Manager,L3,EMP_0003,Bengaluru Office,71.68,5,2027-09-18,,True,Promotion
505,EMP_0274,Roopa,Nayaka,roopa.nayaka@company.com,Sales,Business Development Rep,L1,EMP_0004,Mumbai Office,61.02,2,2025-04-07,,True,Hire
506,EMP_0275,Vijay,Patil,vijay.patil@company.com,HR,Talent Acquisition Specialist,L1,EMP_0021,Remote - India,78.74,2,2022-02-01,2022-12-02,False,Hire
507,EMP_0275,Vijay,Patil,vijay.patil@company.com,HR,Talent Acquisition Specialist,L2,EMP_0021,Remote - India,92.32,1,2022-12-03,,True,Promotion
508,EMP_0276,Manjunath,Joshi,manjunath.joshi@company.com,Engineering,Senior Developer,L1,EMP_0013,Hubballi Office,88.36,2,2023-03-21,2024-08-05,False,Hire
509,EMP_0277,Vijay,Kumbari,vijay.kumbari@company.com,HR,HR Business Partner,L1,EMP_0017,Remote - India,60.96,3,2022-10-15,,True,Hire
510,EMP_0278,Shweta,Desai,shweta.desai@company.com,Marketing,Content Specialist,L1,EMP_0037,Remote - India,27.18,2,2025-07-01,2026-08-16,False,Hire
511,EMP_0278,Shweta,Desai,shweta.desai@company.com,Marketing,Content Specialist,L2,EMP_0037,Remote - India,35.65,2,2026-08-17,2028-02-23,False,Promotion
512,EMP_0278,Shweta,Desai,shweta.desai@company.com,Marketing,Content Specialist,L3,EMP_0037,Remote - India,49.18,1,2028-02-24,,True,Promotion
513,EMP_0279,Shweta,Nayaka,shweta.nayaka@company.com,HR,HR Business Partner,L1,EMP_0017,Bengaluru Office,24.35,2,2022-04-22,,True,Hire
514,EMP_0280,Sandeep,Patil,sandeep.patil@company.com,Sales,Sales Manager,L1,EMP_0044,Remote - India,26.73,2,2022-12-30,2024-07-26,False,Hire
515,EMP_0281,Karthik,Rao,karthik.rao@company.com,Marketing,SEO Executive,L1,EMP_0031,Hubballi Office,54.58,3,2021-09-01,2022-05-15,False,Hire
516,EMP_0282,Deepika,Shetty,deepika.shetty@company.com,HR,HR Associate,L1,EMP_0036,Hubballi Office,82.17,2,2025-04-12,2026-03-13,False,Hire
517,EMP_0282,Deepika,Shetty,deepika.shetty@company.com,HR,HR Associate,L2,EMP_0036,Hubballi Office,89.97,2,2026-03-14,,True,Promotion
518,EMP_0283,Deepika,Rao,deepika.rao@company.com,Customer Success,Support Engineer,L1,EMP_0030,Mumbai Office,82.75,5,2023-05-29,2024-11-02,False,Hire
519,EMP_0283,Deepika,Rao,deepika.rao@company.com,Customer Success,Support Engineer,L2,EMP_0030,Mumbai Office,88.28,5,2024-11-03,,True,Promotion
520,EMP_0284,Shweta,Desai,shweta.desai@company.com,Engineering,Software Engineer,L1,EMP_0006,Bengaluru Office,59.0,2,2023-07-18,2024-08-31,False,Hire
521,EMP_0284,Shweta,Desai,shweta.desai@company.com,Engineering,Software Engineer,L2,EMP_0006,Bengaluru Office,65.34,3,2024-09-01,2025-09-05,False,Promotion
522,EMP_0284,Shweta,Desai,shweta.desai@company.com,Engineering,Software Engineer,L3,EMP_0006,Bengaluru Office,70.6,3,2025-09-06,,True,Promotion
523,EMP_0285,Deepika,Shetty,deepika.shetty@company.com,Sales,Business Development Rep,L1,EMP_0032,Bengaluru Office,28.87,5,2024-06-30,,True,Hire
524,EMP_0286,Kavitha,Rao,kavitha.rao@company.com,Marketing,SEO Executive,L1,EMP_0050,Bengaluru Office,58.48,5,2021-06-30,2022-02-06,False,Hire
525,EMP_0287,Manjunath,Patil,manjunath.patil@company.com,Engineering,Software Engineer,L1,EMP_0036,Mumbai Office,34.72,5,2023-07-02,2024-07-29,False,Hire
526,EMP_0287,Manjunath,Patil,manjunath.patil@company.com,Engineering,Software Engineer,L2,EMP_0036,Mumbai Office,43.76,4,2024-07-30,,True,Promotion
527,EMP_0288,Anil,Desai,anil.desai@company.com,Finance,Financial Analyst,L1,EMP_0014,Hubballi Office,29.92,5,2023-04-10,2024-05-24,False,Hire
528,EMP_0288,Anil,Desai,anil.desai@company.com,Finance,Financial Analyst,L2,EMP_0014,Hubballi Office,43.57,5,2024-05-25,,True,Promotion
529,EMP_0289,Manjunath,Joshi,manjunath.joshi@company.com,Sales,Business Development Rep,L1,EMP_0030,Bengaluru Office,91.96,4,2022-02-07,2022-10-07,False,Hire
530,EMP_0290,Sandeep,Nayaka,sandeep.nayaka@company.com,HR,Talent Acquisition Specialist,L1,EMP_0026,Mumbai Office,77.76,3,2022-06-01,2023-06-22,False,Hire
531,EMP_0290,Sandeep,Nayaka,sandeep.nayaka@company.com,HR,Talent Acquisition Specialist,L2,EMP_0026,Mumbai Office,85.71,4,2023-06-23,2024-05-05,False,Promotion
532,EMP_0290,Sandeep,Nayaka,sandeep.nayaka@company.com,HR,Talent Acquisition Specialist,L3,EMP_0026,Mumbai Office,94.44,5,2024-05-06,,True,Promotion
533,EMP_0291,Manjunath,Rao,manjunath.rao@company.com,Finance,Finance Controller,L1,EMP_0026,Hubballi Office,30.34,5,2025-01-26,,True,Hire
534,EMP_0292,Priyanka,Patil,priyanka.patil@company.com,Finance,Finance Controller,L1,EMP_0022,Hubballi Office,75.21,4,2024-03-06,2025-03-26,False,Hire
535,EMP_0292,Priyanka,Patil,priyanka.patil@company.com,Finance,Finance Controller,L2,EMP_0022,Hubballi Office,81.14,3,2025-03-27,,True,Promotion
536,EMP_0293,Vijay,Patil,vijay.patil@company.com,Finance,Finance Controller,L1,EMP_0031,Hubballi Office,23.05,4,2021-11-26,2023-05-24,False,Hire
537,EMP_0294,Priyanka,Bhat,priyanka.bhat@company.com,Marketing,Content Specialist,L1,EMP_0005,Mumbai Office,34.79,3,2022-06-08,2023-06-20,False,Hire
538,EMP_0294,Priyanka,Bhat,priyanka.bhat@company.com,Marketing,Content Specialist,L2,EMP_0005,Mumbai Office,47.34,2,2023-06-21,,True,Promotion
539,EMP_0295,Shweta,Shetty,shweta.shetty@company.com,Sales,Account Executive,L1,EMP_0035,Bengaluru Office,29.51,3,2023-08-30,,True,Hire
540,EMP_0296,Karthik,Shetty,karthik.shetty@company.com,Marketing,Marketing Manager,L1,EMP_0001,Bengaluru Office,71.91,4,2023-08-08,2024-07-26,False,Hire
541,EMP_0296,Karthik,Shetty,karthik.shetty@company.com,Marketing,Marketing Manager,L2,EMP_0001,Bengaluru Office,77.06,4,2024-07-27,,True,Promotion
542,EMP_0297,Roopa,Kumbari,roopa.kumbari@company.com,Customer Success,CS Manager,L1,EMP_0016,Mumbai Office,15.99,2,2022-06-17,,True,Hire
543,EMP_0298,Manjunath,Rao,manjunath.rao@company.com,HR,HR Associate,L1,EMP_0049,Hubballi Office,27.7,5,2023-11-03,2025-02-08,False,Hire
544,EMP_0298,Manjunath,Rao,manjunath.rao@company.com,HR,HR Associate,L2,EMP_0049,Hubballi Office,33.97,4,2025-02-09,2026-05-11,False,Promotion
545,EMP_0298,Manjunath,Rao,manjunath.rao@company.com,HR,HR Associate,L3,EMP_0049,Hubballi Office,43.92,3,2026-05-12,,True,Promotion
546,EMP_0299,Karthik,Nayaka,karthik.nayaka@company.com,Finance,Financial Analyst,L1,EMP_0015,Bengaluru Office,89.45,2,2024-11-12,2025-09-21,False,Hire
547,EMP_0299,Karthik,Nayaka,karthik.nayaka@company.com,Finance,Financial Analyst,L2,EMP_0015,Bengaluru Office,99.0,1,2025-09-22,,True,Promotion
548,EMP_0300,Deepika,Shetty,deepika.shetty@company.com,Marketing,Marketing Manager,L1,EMP_0034,Bengaluru Office,89.01,2,2023-07-29,2025-05-28,False,Hire
549,EMP_0301,Manjunath,Patil,manjunath.patil@company.com,HR,HR Business Partner,L1,EMP_0042,Hubballi Office,26.25,5,2021-09-17,2022-11-11,False,Hire
550,EMP_0302,Shweta,Nayaka,shweta.nayaka@company.com,Sales,Sales Manager,L1,EMP_0022,Hubballi Office,41.23,3,2024-10-13,2025-08-21,False,Hire
551,EMP_0302,Shweta,Nayaka,shweta.nayaka@company.com,Sales,Sales Manager,L2,EMP_0022,Hubballi Office,47.28,3,2025-08-22,2027-02-22,False,Promotion
552,EMP_0302,Shweta,Nayaka,shweta.nayaka@company.com,Sales,Sales Manager,L3,EMP_0022,Hubballi Office,52.36,4,2027-02-23,,True,Promotion
553,EMP_0303,Roopa,Shetty,roopa.shetty@company.com,HR,HR Associate,L1,EMP_0012,Remote - India,49.02,5,2024-07-26,2025-12-04,False,Hire
554,EMP_0304,Priyanka,Bhat,priyanka.bhat@company.com,Customer Success,Support Engineer,L1,EMP_0018,Remote - India,17.28,5,2024-05-12,2025-09-03,False,Hire
555,EMP_0304,Priyanka,Bhat,priyanka.bhat@company.com,Customer Success,Support Engineer,L2,EMP_0018,Remote - India,24.93,4,2025-09-04,,True,Promotion
556,EMP_0305,Shweta,Kumbari,shweta.kumbari@company.com,Finance,Accountant,L1,EMP_0012,Remote - India,22.35,4,2022-09-13,2023-07-27,False,Hire
557,EMP_0305,Shweta,Kumbari,shweta.kumbari@company.com,Finance,Accountant,L2,EMP_0012,Remote - India,30.29,5,2023-07-28,,True,Promotion
558,EMP_0306,Priyanka,Joshi,priyanka.joshi@company.com,Finance,Accountant,L1,EMP_0032,Hubballi Office,56.47,2,2024-11-19,2025-12-28,False,Hire
559,EMP_0306,Priyanka,Joshi,priyanka.joshi@company.com,Finance,Accountant,L2,EMP_0032,Hubballi Office,61.78,3,2025-12-29,2027-03-13,False,Promotion
560,EMP_0306,Priyanka,Joshi,priyanka.joshi@company.com,Finance,Accountant,L3,EMP_0032,Hubballi Office,69.32,4,2027-03-14,,True,Promotion
561,EMP_0307,Priyanka,Bhat,priyanka.bhat@company.com,Customer Success,CS Manager,L1,EMP_0048,Hubballi Office,23.28,2,2021-10-05,2023-05-15,False,Hire
562,EMP_0307,Priyanka,Bhat,priyanka.bhat@company.com,Customer Success,CS Manager,L2,EMP_0048,Hubballi Office,32.7,2,2023-05-16,,True,Promotion
563,EMP_0308,Deepika,Nayaka,deepika.nayaka@company.com,Finance,Finance Controller,L1,EMP_0002,Hubballi Office,94.8,4,2021-07-29,2022-06-26,False,Hire
564,EMP_0308,Deepika,Nayaka,deepika.nayaka@company.com,Finance,Finance Controller,L2,EMP_0002,Hubballi Office,99.0,3,2022-06-27,2023-10-18,False,Promotion
565,EMP_0308,Deepika,Nayaka,deepika.nayaka@company.com,Finance,Finance Controller,L3,EMP_0002,Hubballi Office,99.0,2,2023-10-19,,True,Promotion
566,EMP_0309,Sandeep,Gowda,sandeep.gowda@company.com,Marketing,SEO Executive,L1,EMP_0016,Hubballi Office,72.62,3,2021-10-02,2022-12-17,False,Hire
567,EMP_0309,Sandeep,Gowda,sandeep.gowda@company.com,Marketing,SEO Executive,L2,EMP_0016,Hubballi Office,83.65,3,2022-12-18,,True,Promotion
568,EMP_0310,Karthik,Rao,karthik.rao@company.com,HR,HR Business Partner,L1,EMP_0015,Mumbai Office,34.21,5,2022-10-27,2024-03-21,False,Hire
569,EMP_0310,Karthik,Rao,karthik.rao@company.com,HR,HR Business Partner,L2,EMP_0015,Mumbai Office,39.88,5,2024-03-22,2025-09-23,False,Promotion
570,EMP_0310,Karthik,Rao,karthik.rao@company.com,HR,HR Business Partner,L3,EMP_0015,Mumbai Office,52.39,5,2025-09-24,,True,Promotion
571,EMP_0311,Sandeep,Kulkarni,sandeep.kulkarni@company.com,HR,Talent Acquisition Specialist,L1,EMP_0009,Hubballi Office,27.09,2,2024-03-19,,True,Hire
572,EMP_0312,Deepika,Bhat,deepika.bhat@company.com,Finance,Accountant,L1,EMP_0033,Bengaluru Office,36.39,2,2023-03-13,2024-05-28,False,Hire
573,EMP_0312,Deepika,Bhat,deepika.bhat@company.com,Finance,Accountant,L2,EMP_0033,Bengaluru Office,44.58,3,2024-05-29,,True,Promotion
574,EMP_0313,Deepika,Nayaka,deepika.nayaka@company.com,Marketing,Content Specialist,L1,EMP_0045,Bengaluru Office,67.93,3,2024-03-29,2025-07-06,False,Hire
575,EMP_0313,Deepika,Nayaka,deepika.nayaka@company.com,Marketing,Content Specialist,L2,EMP_0045,Bengaluru Office,80.71,3,2025-07-07,2026-08-28,False,Promotion
576,EMP_0313,Deepika,Nayaka,deepika.nayaka@company.com,Marketing,Content Specialist,L3,EMP_0045,Bengaluru Office,91.15,4,2026-08-29,,True,Promotion
577,EMP_0314,Shweta,Gowda,shweta.gowda@company.com,Customer Success,Support Engineer,L1,EMP_0034,Remote - India,76.79,5,2025-05-07,2026-07-15,False,Hire
578,EMP_0314,Shweta,Gowda,shweta.gowda@company.com,Customer Success,Support Engineer,L2,EMP_0034,Remote - India,82.2,5,2026-07-16,2028-01-11,False,Promotion
579,EMP_0314,Shweta,Gowda,shweta.gowda@company.com,Customer Success,Support Engineer,L3,EMP_0034,Remote - India,95.68,5,2028-01-12,,True,Promotion
580,EMP_0315,Shweta,Desai,shweta.desai@company.com,Customer Success,CS Specialist,L1,EMP_0037,Remote - India,17.17,3,2024-10-02,2025-10-14,False,Hire
581,EMP_0315,Shweta,Desai,shweta.desai@company.com,Customer Success,CS Specialist,L2,EMP_0037,Remote - India,30.92,2,2025-10-15,,True,Promotion
582,EMP_0316,Priyanka,Shetty,priyanka.shetty@company.com,Customer Success,CS Manager,L1,EMP_0043,Hubballi Office,48.99,4,2023-10-31,,True,Hire
583,EMP_0317,Vijay,Nayaka,vijay.nayaka@company.com,Engineering,Software Engineer,L1,EMP_0004,Mumbai Office,43.46,3,2024-05-21,,True,Hire
584,EMP_0318,Kavitha,Shetty,kavitha.shetty@company.com,Customer Success,CS Specialist,L1,EMP_0017,Hubballi Office,16.58,5,2021-07-23,2022-07-19,False,Hire
585,EMP_0318,Kavitha,Shetty,kavitha.shetty@company.com,Customer Success,CS Specialist,L2,EMP_0017,Hubballi Office,27.24,4,2022-07-20,,True,Promotion
586,EMP_0319,Anil,Rao,anil.rao@company.com,Finance,Finance Controller,L1,EMP_0003,Hubballi Office,60.08,2,2022-04-14,2023-03-08,False,Hire
587,EMP_0319,Anil,Rao,anil.rao@company.com,Finance,Finance Controller,L2,EMP_0003,Hubballi Office,71.86,3,2023-03-09,2024-10-05,False,Promotion
588,EMP_0319,Anil,Rao,anil.rao@company.com,Finance,Finance Controller,L3,EMP_0003,Hubballi Office,78.12,2,2024-10-06,,True,Promotion
589,EMP_0320,Manjunath,Nayaka,manjunath.nayaka@company.com,Sales,Sales Manager,L1,EMP_0003,Bengaluru Office,37.08,4,2023-05-27,2024-12-02,False,Hire
590,EMP_0320,Manjunath,Nayaka,manjunath.nayaka@company.com,Sales,Sales Manager,L2,EMP_0003,Bengaluru Office,50.75,3,2024-12-03,2025-11-19,False,Promotion
591,EMP_0320,Manjunath,Nayaka,manjunath.nayaka@company.com,Sales,Sales Manager,L3,EMP_0003,Bengaluru Office,64.95,3,2025-11-20,,True,Promotion
592,EMP_0321,Roopa,Desai,roopa.desai@company.com,Finance,Finance Controller,L1,EMP_0021,Bengaluru Office,73.7,2,2022-08-31,,True,Hire
593,EMP_0322,Vijay,Desai,vijay.desai@company.com,Engineering,Software Engineer,L1,EMP_0034,Remote - India,34.5,4,2024-04-19,2025-02-25,False,Hire
594,EMP_0323,Sandeep,Shetty,sandeep.shetty@company.com,Sales,Account Executive,L1,EMP_0040,Mumbai Office,41.74,5,2023-06-23,,True,Hire
595,EMP_0324,Sandeep,Joshi,sandeep.joshi@company.com,HR,HR Associate,L1,EMP_0030,Bengaluru Office,16.93,3,2024-05-29,2025-08-02,False,Hire
596,EMP_0324,Sandeep,Joshi,sandeep.joshi@company.com,HR,HR Associate,L2,EMP_0030,Bengaluru Office,31.46,2,2025-08-03,2027-03-25,False,Promotion
597,EMP_0324,Sandeep,Joshi,sandeep.joshi@company.com,HR,HR Associate,L3,EMP_0030,Bengaluru Office,45.78,2,2027-03-26,,True,Promotion
598,EMP_0325,Deepika,Nayaka,deepika.nayaka@company.com,Marketing,SEO Executive,L1,EMP_0039,Remote - India,88.87,4,2021-10-01,2022-11-13,False,Hire
599,EMP_0325,Deepika,Nayaka,deepika.nayaka@company.com,Marketing,SEO Executive,L2,EMP_0039,Remote - India,99.0,3,2022-11-14,2024-05-08,False,Promotion
600,EMP_0325,Deepika,Nayaka,deepika.nayaka@company.com,Marketing,SEO Executive,L3,EMP_0039,Remote - India,99.0,4,2024-05-09,,True,Promotion
601,EMP_0326,Anil,Desai,anil.desai@company.com,Customer Success,CS Specialist,L1,EMP_0007,Remote - India,81.76,2,2023-01-12,2024-08-04,False,Hire
602,EMP_0326,Anil,Desai,anil.desai@company.com,Customer Success,CS Specialist,L2,EMP_0007,Remote - India,93.29,2,2024-08-05,,True,Promotion
603,EMP_0327,Anil,Rao,anil.rao@company.com,Sales,Sales Manager,L1,EMP_0005,Mumbai Office,33.6,5,2024-11-13,2025-11-01,False,Hire
604,EMP_0327,Anil,Rao,anil.rao@company.com,Sales,Sales Manager,L2,EMP_0005,Mumbai Office,45.02,5,2025-11-02,2027-06-24,False,Promotion
605,EMP_0327,Anil,Rao,anil.rao@company.com,Sales,Sales Manager,L3,EMP_0005,Mumbai Office,51.45,5,2027-06-25,,True,Promotion
606,EMP_0328,Kavitha,Joshi,kavitha.joshi@company.com,Marketing,Marketing Manager,L1,EMP_0048,Hubballi Office,89.26,4,2025-01-06,2026-05-18,False,Hire
607,EMP_0328,Kavitha,Joshi,kavitha.joshi@company.com,Marketing,Marketing Manager,L2,EMP_0048,Hubballi Office,99.0,3,2026-05-19,,True,Promotion
608,EMP_0329,Manjunath,Gowda,manjunath.gowda@company.com,Marketing,Content Specialist,L1,EMP_0008,Mumbai Office,88.69,4,2024-01-05,2025-07-25,False,Hire
609,EMP_0329,Manjunath,Gowda,manjunath.gowda@company.com,Marketing,Content Specialist,L2,EMP_0008,Mumbai Office,93.83,4,2025-07-26,,True,Promotion
610,EMP_0330,Manjunath,Desai,manjunath.desai@company.com,Customer Success,Support Engineer,L1,EMP_0001,Bengaluru Office,37.43,2,2023-11-20,,True,Hire
611,EMP_0331,Manjunath,Bhat,manjunath.bhat@company.com,Engineering,Software Engineer,L1,EMP_0001,Hubballi Office,89.14,4,2022-05-17,,True,Hire
612,EMP_0332,Vijay,Shetty,vijay.shetty@company.com,Engineering,QA Analyst,L1,EMP_0006,Hubballi Office,57.56,3,2025-04-18,2026-06-08,False,Hire
613,EMP_0332,Vijay,Shetty,vijay.shetty@company.com,Engineering,QA Analyst,L2,EMP_0006,Hubballi Office,69.83,2,2026-06-09,,True,Promotion
614,EMP_0333,Deepika,Patil,deepika.patil@company.com,Marketing,Content Specialist,L1,EMP_0004,Bengaluru Office,49.14,5,2022-12-26,2024-01-08,False,Hire
615,EMP_0333,Deepika,Patil,deepika.patil@company.com,Marketing,Content Specialist,L2,EMP_0004,Bengaluru Office,57.25,5,2024-01-09,2025-07-14,False,Promotion
616,EMP_0333,Deepika,Patil,deepika.patil@company.com,Marketing,Content Specialist,L3,EMP_0004,Bengaluru Office,69.52,5,2025-07-15,,True,Promotion
617,EMP_0334,Deepika,Kulkarni,deepika.kulkarni@company.com,Engineering,Software Engineer,L1,EMP_0027,Mumbai Office,44.77,3,2024-08-30,,True,Hire
618,EMP_0335,Deepika,Joshi,deepika.joshi@company.com,Finance,Financial Analyst,L1,EMP_0006,Mumbai Office,69.05,2,2022-11-02,2024-05-24,False,Hire
619,EMP_0336,Deepika,Shetty,deepika.shetty@company.com,HR,HR Business Partner,L1,EMP_0015,Mumbai Office,36.51,4,2021-12-31,2022-11-23,False,Hire
620,EMP_0336,Deepika,Shetty,deepika.shetty@company.com,HR,HR Business Partner,L2,EMP_0015,Mumbai Office,41.88,4,2022-11-24,,True,Promotion
621,EMP_0337,Manjunath,Patil,manjunath.patil@company.com,Sales,Account Executive,L1,EMP_0033,Bengaluru Office,57.89,5,2024-08-27,2025-07-08,False,Hire
622,EMP_0337,Manjunath,Patil,manjunath.patil@company.com,Sales,Account Executive,L2,EMP_0033,Bengaluru Office,66.58,5,2025-07-09,,True,Promotion
623,EMP_0338,Vijay,Nayaka,vijay.nayaka@company.com,HR,HR Associate,L1,EMP_0047,Bengaluru Office,67.96,4,2021-09-09,2022-09-23,False,Hire
624,EMP_0338,Vijay,Nayaka,vijay.nayaka@company.com,HR,HR Associate,L2,EMP_0047,Bengaluru Office,82.16,4,2022-09-24,2023-11-09,False,Promotion
625,EMP_0338,Vijay,Nayaka,vijay.nayaka@company.com,HR,HR Associate,L3,EMP_0047,Bengaluru Office,90.15,5,2023-11-10,,True,Promotion
626,EMP_0339,Vijay,Kumbari,vijay.kumbari@company.com,Customer Success,Support Engineer,L1,EMP_0023,Mumbai Office,62.71,3,2022-07-30,2023-09-19,False,Hire
627,EMP_0339,Vijay,Kumbari,vijay.kumbari@company.com,Customer Success,Support Engineer,L2,EMP_0023,Mumbai Office,69.08,3,2023-09-20,,True,Promotion
628,EMP_0340,Roopa,Patil,roopa.patil@company.com,Customer Success,CS Specialist,L1,EMP_0047,Mumbai Office,24.55,2,2025-05-15,2026-04-09,False,Hire
629,EMP_0341,Priyanka,Rao,priyanka.rao@company.com,Customer Success,CS Specialist,L1,EMP_0046,Mumbai Office,33.13,5,2024-01-01,2024-08-18,False,Hire
630,EMP_0342,Priyanka,Kumbari,priyanka.kumbari@company.com,Engineering,Software Engineer,L1,EMP_0046,Remote - India,53.28,3,2024-08-02,2025-12-12,False,Hire
631,EMP_0342,Priyanka,Kumbari,priyanka.kumbari@company.com,Engineering,Software Engineer,L2,EMP_0046,Remote - India,65.3,2,2025-12-13,,True,Promotion
632,EMP_0343,Priyanka,Nayaka,priyanka.nayaka@company.com,Sales,Sales Manager,L1,EMP_0032,Hubballi Office,15.36,3,2021-10-24,2023-05-18,False,Hire
633,EMP_0343,Priyanka,Nayaka,priyanka.nayaka@company.com,Sales,Sales Manager,L2,EMP_0032,Hubballi Office,24.71,4,2023-05-19,2024-06-24,False,Promotion
634,EMP_0343,Priyanka,Nayaka,priyanka.nayaka@company.com,Sales,Sales Manager,L3,EMP_0032,Hubballi Office,34.55,4,2024-06-25,,True,Promotion
635,EMP_0344,Shweta,Kumbari,shweta.kumbari@company.com,Customer Success,Support Engineer,L1,EMP_0027,Remote - India,18.8,5,2024-01-21,2025-05-29,False,Hire
636,EMP_0345,Deepika,Joshi,deepika.joshi@company.com,Sales,Business Development Rep,L1,EMP_0013,Mumbai Office,36.93,3,2023-01-31,,True,Hire
637,EMP_0346,Vijay,Bhat,vijay.bhat@company.com,HR,HR Business Partner,L1,EMP_0015,Remote - India,63.44,3,2024-01-19,,True,Hire
638,EMP_0347,Shweta,Rao,shweta.rao@company.com,Engineering,Software Engineer,L1,EMP_0008,Remote - India,58.58,3,2024-10-04,,True,Hire
639,EMP_0348,Anil,Rao,anil.rao@company.com,Customer Success,Support Engineer,L1,EMP_0014,Mumbai Office,71.24,2,2024-07-21,2026-01-14,False,Hire
640,EMP_0349,Shweta,Desai,shweta.desai@company.com,Customer Success,CS Specialist,L1,EMP_0016,Bengaluru Office,43.09,3,2023-01-03,2024-10-03,False,Hire
641,EMP_0350,Sandeep,Patil,sandeep.patil@company.com,Sales,Account Executive,L1,EMP_0007,Remote - India,51.84,5,2021-09-27,,True,Hire
642,EMP_0351,Shweta,Gowda,shweta.gowda@company.com,HR,HR Business Partner,L1,EMP_0007,Hubballi Office,55.08,3,2024-10-07,,True,Hire
643,EMP_0352,Roopa,Desai,roopa.desai@company.com,Engineering,Tech Lead,L1,EMP_0009,Hubballi Office,80.45,4,2023-09-30,2024-07-27,False,Hire
644,EMP_0352,Roopa,Desai,roopa.desai@company.com,Engineering,Tech Lead,L2,EMP_0009,Hubballi Office,87.37,3,2024-07-28,2025-12-01,False,Promotion
645,EMP_0352,Roopa,Desai,roopa.desai@company.com,Engineering,Tech Lead,L3,EMP_0009,Hubballi Office,93.05,3,2025-12-02,,True,Promotion
646,EMP_0353,Kavitha,Joshi,kavitha.joshi@company.com,Engineering,Tech Lead,L1,EMP_0015,Mumbai Office,15.3,5,2022-08-05,2023-08-28,False,Hire
647,EMP_0353,Kavitha,Joshi,kavitha.joshi@company.com,Engineering,Tech Lead,L2,EMP_0015,Mumbai Office,22.39,4,2023-08-29,2024-07-20,False,Promotion
648,EMP_0353,Kavitha,Joshi,kavitha.joshi@company.com,Engineering,Tech Lead,L3,EMP_0015,Mumbai Office,35.69,4,2024-07-21,,True,Promotion
649,EMP_0354,Shweta,Bhat,shweta.bhat@company.com,HR,HR Business Partner,L1,EMP_0017,Hubballi Office,45.87,3,2023-04-22,,True,Hire
650,EMP_0355,Priyanka,Rao,priyanka.rao@company.com,Sales,Sales Manager,L1,EMP_0013,Bengaluru Office,62.05,3,2024-08-19,2024-12-15,False,Hire
651,EMP_0356,Karthik,Kulkarni,karthik.kulkarni@company.com,Engineering,Tech Lead,L1,EMP_0028,Remote - India,44.84,3,2022-03-09,2023-09-17,False,Hire
652,EMP_0356,Karthik,Kulkarni,karthik.kulkarni@company.com,Engineering,Tech Lead,L2,EMP_0028,Remote - India,57.96,2,2023-09-18,,True,Promotion
653,EMP_0357,Anil,Desai,anil.desai@company.com,Finance,Finance Controller,L1,EMP_0018,Remote - India,30.7,5,2025-01-30,2025-12-08,False,Hire
